state;account_length;area_code;international_plan;voice_mail_plan;number_vmail_messages;total_day_minutes;total_day_calls;total_day_charge;total_eve_minutes;total_eve_calls;total_eve_charge;total_night_minutes;total_night_calls;total_night_charge;total_intl_minutes;total_intl_calls;total_intl_charge;number_customer_service_calls;churn
MA;118;area_code_408;yes;no;0;160,0;123;27,2;175,4;96;14,9;184,8;99;8,3;9,9;3;2,7;2;no
PA;101;area_code_415;no;no;0;206,6;105;35,1;224,9;117;19,1;249,9;100;11,3;14,6;3;3,9;0;no
OK;117;area_code_415;no;no;0;134,7;121;22,9;180,0;83;15,3;200,9;104;9,0;7,7;3;2,1;1;no
AL;49;area_code_415;no;yes;28;214,4;78;36,5;235,2;100;20,0;206,2;107;9,3;8,0;13;2,2;3;no
WY;139;area_code_415;no;no;0;192,8;104;32,8;234,4;96;19,9;203,2;101;9,1;13,0;3;3,5;3;no
PA;92;area_code_408;no;yes;28;151,1;90;25,7;194,8;79;16,6;239,2;114;10,8;10,0;3;2,7;1;no
HI;148;area_code_510;yes;no;0;218,9;88;37,2;208,0;85;17,7;203,3;99;9,2;11,1;4;3,0;0;no
SD;144;area_code_408;no;yes;48;189,8;96;32,3;123,4;67;10,5;214,2;106;9,6;6,5;2;1,8;2;yes
AL;131;area_code_415;no;yes;25;192,7;85;32,8;225,9;105;19,2;254,2;59;11,4;10,9;6;2,9;2;no
VT;146;area_code_510;yes;no;0;204,4;135;34,8;219,1;90;18,6;222,7;114;10,0;10,5;6;2,8;3;no
MT;143;area_code_415;no;no;0;172,3;97;29,3;174,0;108;14,8;188,2;119;8,5;13,0;4;3,5;2;no
MN;81;area_code_415;no;no;0;198,4;93;33,7;210,9;108;17,9;193,3;71;8,7;10,4;6;2,8;2;no
AK;48;area_code_415;no;yes;37;211,7;115;36,0;159,9;84;13,6;144,1;80;6,5;12,2;1;3,3;1;no
SD;145;area_code_408;no;yes;24;147,5;90;25,1;175,7;108;14,9;252,1;102;11,3;15,6;3;4,2;2;no
MI;137;area_code_510;no;no;0;206,4;122;35,1;128,0;102;10,9;194,5;84;8,8;8,8;5;2,4;2;no
KS;137;area_code_408;no;no;0;205,9;88;35,0;209,3;86;17,8;289,9;84;13,1;14,5;4;3,9;2;no
AL;167;area_code_510;no;no;0;207,6;88;35,3;132,4;63;11,3;255,2;98;11,5;14,1;5;3,8;0;no
OK;89;area_code_510;no;no;0;303,9;95;51,7;260,9;114;22,2;312,1;89;14,0;5,3;3;1,4;1;yes
CT;199;area_code_415;no;yes;34;230,6;121;39,2;219,4;99;18,7;299,3;94;13,5;8,0;2;2,2;0;no
NE;132;area_code_510;no;no;0;99,5;110;16,9;129,1;80;11,0;125,1;124;5,6;9,7;3;2,6;0;no
WI;94;area_code_510;no;no;0;177,1;112;30,1;194,0;112;16,5;146,7;108;6,6;5,9;4;1,6;1;no
WI;96;area_code_510;no;yes;18;172,7;86;29,4;133,4;113;11,3;259,5;70;11,7;9,8;3;2,7;1;no
IN;166;area_code_510;no;no;0;204,2;115;34,7;179,9;152;15,3;216,8;109;9,8;9,5;5;2,6;1;no
DC;74;area_code_415;no;no;0;85,7;83;14,6;247,7;67;21,1;142,4;85;6,4;10,1;5;2,7;2;no
AR;36;area_code_415;no;no;0;157,6;117;26,8;184,3;58;15,7;240,4;99;10,8;11,9;1;3,2;0;no
ME;113;area_code_415;no;no;0;215,5;129;36,6;218,7;117;18,6;207,1;91;9,3;6,6;9;1,8;4;no
MD;67;area_code_415;no;no;0;171,7;80;29,2;110,4;81;9,4;195,4;111;8,8;11,9;4;3,2;2;no
FL;127;area_code_415;no;no;0;266,6;106;45,3;264,8;168;22,5;207,2;119;9,3;5,9;2;1,6;1;yes
IA;158;area_code_415;no;no;0;158,0;106;26,9;292,5;114;24,9;241,1;89;10,9;9,1;4;2,5;1;no
AZ;136;area_code_510;no;no;0;92,0;117;15,6;253,6;77;21,6;214,1;90;9,6;10,3;10;2,8;1;no
MO;196;area_code_415;no;no;0;234,0;109;39,8;249,5;114;21,2;173,1;70;7,8;9,1;5;2,5;2;no
VT;113;area_code_415;no;no;0;272,1;111;46,3;268,5;118;22,8;213,8;105;9,6;8,5;10;2,3;1;yes
IN;122;area_code_408;no;no;0;296,4;99;50,4;214,8;89;18,3;133,9;107;6,0;11,4;3;3,1;4;yes
RI;112;area_code_510;no;no;0;194,4;101;33,1;190,3;82;16,2;183,4;107;8,3;11,4;2;3,1;0;no
SD;209;area_code_415;no;no;0;227,2;128;38,6;258,4;92;22,0;183,5;74;8,3;8,9;4;2,4;3;no
MN;62;area_code_415;no;no;0;248,7;109;42,3;220,0;118;18,7;265,7;78;12,0;13,2;2;3,6;1;yes
TX;110;area_code_415;no;yes;38;236,3;102;40,2;195,9;112;16,7;183,5;82;8,3;9,7;6;2,6;1;no
VA;16;area_code_510;no;no;0;205,6;69;35,0;169,5;93;14,4;220,1;64;9,9;10,9;3;2,9;0;no
MA;73;area_code_408;no;no;0;94,1;136;16,0;280,3;122;23,8;205,0;77;9,2;9,8;4;2,7;0;no
ID;128;area_code_408;no;no;0;125,2;99;21,3;205,4;107;17,5;254,4;111;11,5;18,9;2;5,1;0;no
MA;39;area_code_408;no;no;0;60,4;158;10,3;306,2;120;26,0;123,9;46;5,6;12,4;3;3,4;1;no
GA;103;area_code_415;no;yes;28;121,0;105;20,6;270,4;100;23,0;160,5;76;7,2;7,7;4;2,1;2;no
RI;119;area_code_415;no;yes;29;117,8;66;20,0;256,8;114;21,8;147,6;76;6,6;7,6;3;2,1;3;no
MA;86;area_code_510;no;no;0;176,3;79;30,0;259,2;97;22,0;287,4;78;12,9;6,2;3;1,7;0;no
WY;114;area_code_415;no;yes;32;125,2;79;21,3;177,8;105;15,1;232,4;89;10,5;12,9;3;3,5;1;no
VA;104;area_code_408;no;no;0;138,7;107;23,6;256,9;113;21,8;234,9;74;10,6;10,0;3;2,7;0;no
OR;148;area_code_415;no;no;0;86,3;134;14,7;246,6;92;21,0;251,6;91;11,3;11,3;4;3,1;1;no
VA;129;area_code_408;no;no;0;207,0;91;35,2;154,9;121;13,2;245,1;112;11,0;13,4;5;3,6;3;no
ME;100;area_code_510;no;yes;30;58,8;104;10,0;219,5;107;18,7;152,3;118;6,9;7,1;3;1,9;0;no
AL;121;area_code_408;no;yes;35;68,7;95;11,7;209,2;69;17,8;197,4;42;8,9;11,4;4;3,1;1;no
GA;143;area_code_408;no;yes;33;239,2;109;40,7;235,5;112;20,0;156,3;95;7,0;9,5;4;2,6;1;no
IA;76;area_code_510;no;no;0;198,3;130;33,7;217,1;86;18,5;188,4;96;8,5;12,5;3;3,4;0;no
AZ;158;area_code_510;no;no;0;205,2;97;34,9;240,6;77;20,5;79,7;108;3,6;14,4;12;3,9;0;no
FL;116;area_code_510;no;no;0;192,1;98;32,7;312,9;135;26,6;130,2;94;5,9;7,9;2;2,1;3;no
MT;54;area_code_415;no;no;0;272,6;83;46,3;248,7;74;21,1;197,4;111;8,9;9,5;2;2,6;1;yes
AL;86;area_code_415;no;no;0;128,3;121;21,8;197,1;93;16,8;138,4;152;6,2;12,2;5;3,3;7;yes
DE;108;area_code_510;no;no;0;169,6;99;28,8;264,1;87;22,5;206,3;78;9,3;9,3;4;2,5;0;no
KY;151;area_code_408;no;yes;17;214,7;97;36,5;138,5;90;11,8;169,1;44;7,6;8,6;4;2,3;1;no
SC;99;area_code_510;no;no;0;169,2;70;28,8;271,5;77;23,1;170,2;104;7,7;10,6;2;2,9;0;no
WA;55;area_code_415;no;no;0;194,1;121;33,0;176,6;110;15,0;302,8;136;13,6;7,0;7;1,9;2;no
AK;78;area_code_408;no;no;0;225,1;67;38,3;199,2;127;16,9;175,5;102;7,9;14,6;2;3,9;0;no
GA;89;area_code_415;no;no;0;213,0;63;36,2;176,6;71;15,0;262,6;126;11,8;9,1;1;2,5;1;yes
IL;44;area_code_415;no;yes;34;221,8;105;37,7;161,7;85;13,7;227,7;62;10,3;14,0;7;3,8;0;no
IN;98;area_code_408;no;yes;21;64,6;98;11,0;176,1;86;15,0;244,8;84;11,0;0,0;0;0,0;2;no
SC;64;area_code_510;no;yes;37;154,6;92;26,3;83,4;103;7,1;165,9;99;7,5;13,3;3;3,6;1;no
VA;141;area_code_415;no;no;0;260,2;131;44,2;179,2;120;15,2;135,0;119;6,1;7,2;8;1,9;3;no
WI;81;area_code_415;no;yes;33;161,6;117;27,5;123,0;90;10,5;261,3;101;11,8;12,2;5;3,3;1;no
VT;162;area_code_510;no;no;0;220,6;117;37,5;155,2;121;13,2;186,7;89;8,4;10,5;11;2,8;1;no
AZ;83;area_code_415;no;yes;41;155,9;122;26,5;162,3;107;13,8;127,6;105;5,7;13,1;5;3,5;3;no
AK;59;area_code_510;no;no;0;182,5;104;31,0;204,7;95;17,4;229,9;100;10,4;11,3;8;3,1;4;no
AR;179;area_code_415;yes;yes;38;220,1;78;37,4;234,3;71;19,9;237,3;85;10,7;10,1;4;2,7;4;no
AR;79;area_code_408;no;no;0;152,2;112;25,9;177,2;132;15,1;96,4;87;4,3;5,3;3;1,4;1;no
AK;117;area_code_415;no;no;0;181,5;95;30,9;205,1;88;17,4;204,0;82;9,2;14,7;9;4,0;2;no
MS;64;area_code_408;yes;no;0;236,2;77;40,2;218,6;85;18,6;194,1;97;8,7;13,2;2;3,6;2;yes
NM;122;area_code_408;no;yes;23;134,2;85;22,8;227,3;132;19,3;122,4;96;5,5;8,5;2;2,3;2;no
SC;90;area_code_408;no;yes;29;150,1;109;25,5;264,7;103;22,5;178,4;97;8,0;5,8;4;1,6;1;no
CO;159;area_code_408;yes;no;0;257,1;53;43,7;312,2;127;26,5;183,0;82;8,2;8,8;6;2,4;1;yes
DE;148;area_code_415;no;no;0;124,4;83;21,2;179,7;81;15,3;253,0;99;11,4;11,3;6;3,1;0;no
OH;39;area_code_415;no;yes;36;141,7;121;24,1;232,3;113;19,8;222,1;131;10,0;12,0;5;3,2;1;no
MS;77;area_code_408;no;no;0;230,0;87;39,1;103,2;138;8,8;309,6;136;13,9;11,3;3;3,1;2;no
OK;194;area_code_408;no;no;0;162,3;88;27,6;213,7;118;18,2;192,1;81;8,6;10,9;2;2,9;0;no
NC;112;area_code_415;no;no;0;193,3;96;32,9;264,1;123;22,5;128,6;115;5,8;9,1;3;2,5;4;no
MD;45;area_code_415;no;no;0;78,2;127;13,3;253,4;108;21,5;255,0;100;11,5;18,0;3;4,9;1;no
KS;132;area_code_415;no;no;0;83,4;110;14,2;232,2;137;19,7;146,7;114;6,6;7,6;5;2,1;1;no
NC;135;area_code_415;no;no;0;201,8;81;34,3;225,0;114;19,1;204,4;82;9,2;10,3;6;2,8;1;no
NM;56;area_code_408;no;no;0;197,0;110;33,5;222,8;102;18,9;225,3;91;10,1;10,6;6;2,9;2;no
CA;151;area_code_415;yes;no;0;218,0;57;37,1;114,4;88;9,7;269,2;95;12,1;12,4;1;3,4;0;yes
NY;32;area_code_415;no;no;0;164,8;98;28,0;229,9;96;19,5;167,3;108;7,5;14,8;2;4,0;2;no
SD;87;area_code_415;no;yes;21;214,0;113;36,4;180,0;114;15,3;134,5;82;6,1;10,6;5;2,9;0;no
DC;138;area_code_415;no;no;0;170,5;87;29,0;118,2;116;10,1;187,9;111;8,5;11,2;7;3,0;2;no
ND;79;area_code_408;no;no;0;205,7;123;35,0;214,5;108;18,2;226,1;106;10,2;6,7;18;1,8;1;no
MO;95;area_code_415;yes;no;0;165,5;84;28,1;286,2;112;24,3;198,9;89;9,0;11,5;2;3,1;1;yes
KS;127;area_code_415;no;no;0;221,0;100;37,6;160,7;113;13,7;233,1;96;10,5;6,8;4;1,8;2;no
SD;137;area_code_510;no;no;0;242,1;118;41,2;191,0;93;16,2;218,6;50;9,8;14,7;2;4,0;3;no
OK;97;area_code_415;no;no;0;151,6;107;25,8;155,4;96;13,2;240,0;112;10,8;14,7;4;4,0;1;no
OR;149;area_code_415;yes;no;0;176,2;87;30,0;145,0;81;12,3;249,5;92;11,2;5,7;4;1,5;0;no
IN;117;area_code_415;yes;yes;22;196,0;82;33,3;322,7;82;27,4;225,6;120;10,2;3,7;5;1,0;1;no
OH;84;area_code_408;no;no;0;159,5;125;27,1;247,1;90;21,0;187,9;82;8,5;7,2;4;1,9;2;no
KS;137;area_code_415;no;no;0;230,2;113;39,1;220,4;79;18,7;204,7;111;9,2;10,7;7;2,9;4;no
NH;54;area_code_510;no;no;0;210,5;102;35,8;204,5;83;17,4;127,8;53;5,8;8,5;5;2,3;1;no
WI;85;area_code_415;no;no;0;102,0;95;17,3;270,2;139;23,0;148,2;105;6,7;10,7;3;2,9;1;no
WV;43;area_code_415;no;no;0;168,4;125;28,6;243,8;89;20,7;214,7;102;9,7;11,1;2;3,0;1;no
MA;35;area_code_415;no;no;0;105,6;129;18,0;258,2;129;22,0;213,1;77;9,6;8,7;3;2,4;0;no
MD;98;area_code_415;no;no;0;206,5;92;35,1;176,2;152;15,0;232,8;115;10,5;12,4;5;3,4;5;no
PA;112;area_code_510;no;no;0;217,1;76;36,9;205,2;100;17,4;185,7;91;8,4;9,4;3;2,5;2;no
WI;16;area_code_510;no;no;0;229,6;78;39,0;205,7;108;17,5;166,2;91;7,5;10,8;2;2,9;0;yes
TN;98;area_code_415;no;yes;22;278,3;89;47,3;93,4;143;7,9;107,6;42;4,8;9,7;5;2,6;0;no
IL;84;area_code_510;no;no;0;181,5;129;30,9;130,7;112;11,1;186,5;118;8,4;8,5;4;2,3;1;no
DC;66;area_code_415;no;no;0;167,3;91;28,4;230,0;68;19,6;191,7;118;8,6;10,6;5;2,9;1;yes
ID;74;area_code_415;no;no;0;221,1;124;37,6;110,8;94;9,4;240,1;112;10,8;10,6;3;2,9;0;no
UT;96;area_code_408;no;yes;26;145,8;108;24,8;192,2;89;16,3;165,1;96;7,4;9,9;2;2,7;1;no
KY;119;area_code_510;no;no;0;222,8;122;37,9;163,2;107;13,9;160,6;112;7,2;11,2;6;3,0;1;no
WI;92;area_code_415;yes;no;0;264,3;91;44,9;160,9;115;13,7;198,6;73;8,9;9,3;5;2,5;0;no
IL;21;area_code_415;no;no;0;146,0;78;24,8;109,7;79;9,3;247,4;108;11,1;6,8;7;1,8;0;no
DE;122;area_code_510;no;no;0;157,1;134;26,7;184,9;122;15,7;197,2;59;8,9;8,5;5;2,3;4;yes
RI;133;area_code_510;yes;no;0;127,3;108;21,6;251,3;81;21,4;135,0;88;6,1;10,3;3;2,8;1;no
TX;145;area_code_415;no;no;0;187,9;110;31,9;197,0;117;16,8;167,0;108;7,5;4,8;4;1,3;2;no
OR;25;area_code_408;no;no;0;178,8;90;30,4;141,2;72;12,0;203,0;99;9,1;8,4;5;2,3;2;no
NV;64;area_code_415;no;no;0;97,2;80;16,5;186,2;90;15,8;189,0;92;8,5;10,4;6;2,8;2;no
NE;85;area_code_415;no;no;0;259,8;85;44,2;242,3;117;20,6;168,8;72;7,6;5,4;1;1,5;0;no
OR;76;area_code_415;no;no;0;169,5;77;28,8;124,0;87;10,5;219,4;92;9,9;10,0;3;2,7;0;no
DE;224;area_code_510;yes;no;0;171,5;99;29,2;160,0;103;13,6;212,4;102;9,6;5,0;2;1,4;1;yes
AZ;117;area_code_408;no;no;0;239,9;84;40,8;174,8;106;14,9;209,5;93;9,4;9,8;2;2,7;0;no
SD;128;area_code_408;no;yes;34;142,3;73;24,2;194,8;79;16,6;239,3;81;10,8;16,0;6;4,3;1;no
NV;115;area_code_415;no;no;0;184,1;98;31,3;327,0;73;27,8;212,5;106;9,6;7,5;6;2,0;2;no
NM;141;area_code_415;no;yes;28;206,9;126;35,2;264,4;126;22,5;171,8;124;7,7;9,3;11;2,5;2;no
MN;51;area_code_510;no;no;0;259,9;114;44,2;176,2;94;15,0;77,2;112;3,5;15,3;1;4,1;1;no
NJ;100;area_code_415;no;no;0;203,8;122;34,7;283,1;76;24,1;197,3;83;8,9;12,5;3;3,4;0;no
IN;96;area_code_415;no;yes;45;248,8;124;42,3;140,3;77;11,9;263,6;102;11,9;10,3;2;2,8;3;no
DC;112;area_code_415;no;yes;16;221,6;110;37,7;130,2;123;11,1;200,0;108;9,0;11,3;3;3,1;1;no
MA;129;area_code_510;yes;no;0;192,9;131;32,8;185,5;101;15,8;205,2;130;9,2;10,9;4;2,9;1;no
ME;163;area_code_415;no;no;0;122,4;129;20,8;113,4;108;9,6;180,2;97;8,1;12,5;7;3,4;1;no
NH;67;area_code_415;no;yes;40;104,9;65;17,8;216,3;93;18,4;217,4;128;9,8;9,6;9;2,6;1;no
AZ;140;area_code_408;no;no;0;173,2;91;29,4;196,8;106;16,7;209,3;128;9,4;11,2;5;3,0;3;no
OR;49;area_code_510;no;no;0;119,4;69;20,3;273,3;92;23,2;214,4;153;9,7;12,4;7;3,4;2;no
KS;46;area_code_510;no;no;0;250,3;100;42,6;260,6;90;22,2;195,0;104;8,8;13,3;2;3,6;2;yes
NE;148;area_code_415;no;no;0;178,3;98;30,3;282,6;110;24,0;181,0;98;8,2;11,4;4;3,1;1;no
MI;112;area_code_510;no;no;0;243,4;77;41,4;182,1;97;15,5;259,2;94;11,7;12,8;2;3,5;1;no
SC;78;area_code_415;no;no;0;155,0;106;26,4;175,3;101;14,9;155,6;125;7,0;11,8;5;3,2;2;no
PA;61;area_code_408;no;yes;31;288,7;101;49,1;203,8;102;17,3;203,2;49;9,1;8,6;3;2,3;0;no
MT;58;area_code_510;no;yes;29;240,4;80;40,9;118,9;91;10,1;164,2;108;7,4;11,2;3;3,0;1;no
OH;100;area_code_510;no;no;0;278,0;76;47,3;176,7;74;15,0;219,5;126;9,9;8,3;4;2,2;0;yes
WY;113;area_code_510;no;no;0;155,0;93;26,4;330,6;106;28,1;189,4;123;8,5;13,5;3;3,7;1;no
MI;81;area_code_415;no;no;0;153,5;99;26,1;197,6;102;16,8;198,5;86;8,9;6,3;2;1,7;2;no
AR;135;area_code_510;no;yes;27;273,4;141;46,5;154,0;99;13,1;245,8;112;11,1;12,3;6;3,3;1;no
FL;99;area_code_408;no;no;0;155,3;93;26,4;265,7;95;22,6;145,7;67;6,6;12,4;4;3,4;0;no
MO;135;area_code_510;no;no;0;246,8;129;42,0;187,8;121;16,0;154,5;109;7,0;12,6;5;3,4;1;no
WI;85;area_code_408;yes;no;0;165,4;107;28,1;196,0;126;16,7;349,2;110;15,7;9,6;7;2,6;2;no
TX;88;area_code_510;no;no;0;138,3;116;23,5;236,0;138;20,1;179,1;110;8,1;9,6;4;2,6;3;no
NM;55;area_code_510;no;no;0;286,7;100;48,7;134,4;121;11,4;192,9;122;8,7;6,9;5;1,9;2;no
ID;79;area_code_510;no;yes;21;264,3;79;44,9;202,8;118;17,2;173,4;92;7,8;6,3;3;1,7;4;no
AL;85;area_code_408;no;no;0;127,9;107;21,7;271,2;124;23,1;202,2;76;9,1;12,5;5;3,4;0;no
KS;86;area_code_408;no;yes;23;225,5;107;38,3;246,3;105;20,9;245,7;81;11,1;9,8;2;2,7;0;no
SD;91;area_code_510;no;no;0;149,0;115;25,3;245,3;105;20,9;260,0;94;11,7;8,3;3;2,2;0;no
LA;149;area_code_415;no;yes;20;198,9;77;33,8;274,0;88;23,3;190,7;76;8,6;14,3;9;3,9;1;no
OH;97;area_code_408;no;no;0;256,4;125;43,6;273,9;100;23,3;222,7;101;10,0;11,1;1;3,0;1;yes
MA;88;area_code_415;no;no;0;264,8;124;45,0;245,4;112;20,9;160,5;115;7,2;14,8;2;4,0;1;yes
AZ;60;area_code_415;no;no;0;98,2;88;16,7;180,5;69;15,3;223,6;69;10,1;9,3;2;2,5;2;no
KY;54;area_code_408;no;no;0;159,8;99;27,2;264,0;64;22,4;115,7;70;5,2;9,7;7;2,6;2;no
WA;109;area_code_415;no;no;0;184,0;120;31,3;120,4;119;10,2;153,7;86;6,9;11,0;3;3,0;0;no
UT;90;area_code_415;no;no;0;261,8;128;44,5;220,6;104;18,8;136,6;91;6,2;9,6;5;2,6;1;no
RI;115;area_code_408;no;no;0;147,9;109;25,1;228,4;117;19,4;299,7;90;13,5;9,6;9;2,6;3;no
OH;144;area_code_415;no;yes;18;106,4;109;18,1;108,1;113;9,2;208,4;111;9,4;10,1;5;2,7;1;no
NV;91;area_code_408;no;no;0;133,7;75;22,7;195,3;87;16,6;280,5;89;12,6;5,9;2;1,6;0;no
NV;71;area_code_415;yes;no;0;178,2;113;30,3;167,8;94;14,3;182,1;111;8,2;13,6;3;3,7;3;yes
FL;132;area_code_510;no;yes;36;226,2;103;38,5;181,6;125;15,4;258,8;102;11,7;10,5;5;2,8;3;yes
AL;41;area_code_510;no;yes;34;194,4;63;33,1;254,9;110;21,7;160,2;115;7,2;17,2;9;4,6;2;no
NE;44;area_code_415;no;no;0;240,3;146;40,9;164,6;83;14,0;240,7;106;10,8;10,6;2;2,9;1;no
NV;78;area_code_408;no;no;0;75,0;116;12,8;248,7;87;21,1;176,0;83;7,9;9,5;6;2,6;3;no
IL;149;area_code_408;no;no;0;69,1;117;11,8;136,3;100;11,6;181,7;53;8,2;6,3;3;1,7;1;no
WV;72;area_code_510;no;yes;33;96,6;59;16,4;315,4;98;26,8;163,3;117;7,4;6,2;4;1,7;4;yes
MI;139;area_code_415;no;yes;20;214,6;101;36,5;235,1;132;20,0;162,8;132;7,3;14,8;12;4,0;0;no
GA;141;area_code_510;no;yes;23;149,7;112;25,5;162,5;118;13,8;220,3;115;9,9;7,6;2;2,1;3;no
AZ;140;area_code_408;no;no;0;149,8;134;25,5;164,4;98;14,0;294,7;124;13,3;8,1;2;2,2;1;no
ID;99;area_code_408;no;no;0;190,4;102;32,4;158,1;107;13,4;271,5;92;12,2;11,2;4;3,0;2;no
HI;166;area_code_408;no;no;0;181,4;108;30,8;253,8;54;21,6;112,3;94;5,1;11,6;6;3,1;1;no
NV;124;area_code_408;no;no;0;151,1;123;25,7;187,4;104;15,9;255,4;93;11,5;5,3;3;1,4;1;no
MD;74;area_code_415;no;no;0;155,7;116;26,5;173,7;63;14,8;257,4;97;11,6;8,1;4;2,2;0;no
GA;117;area_code_510;no;no;0;149,9;95;25,5;256,1;110;21,8;212,7;92;9,6;13,3;13;3,6;2;no
GA;85;area_code_510;no;no;0;222,3;132;37,8;231,5;101;19,7;223,5;75;10,1;11,0;2;3,0;3;no
UT;36;area_code_415;no;yes;16;149,4;111;25,4;131,8;113;11,2;132,7;87;6,0;6,7;2;1,8;0;no
MA;102;area_code_510;yes;no;0;233,8;103;39,8;221,6;131;18,8;146,9;106;6,6;12,8;3;3,5;0;no
IN;76;area_code_415;no;no;0;204,2;100;34,7;292,6;139;24,9;244,3;105;11,0;10,5;2;2,8;0;no
VT;165;area_code_510;no;no;0;242,9;126;41,3;209,8;65;17,8;228,4;126;10,3;0,0;0;0,0;1;no
IA;130;area_code_415;no;no;0;150,4;119;25,6;230,5;99;19,6;186,3;76;8,4;12,3;4;3,3;1;no
AL;55;area_code_415;yes;no;0;191,9;91;32,6;256,1;110;21,8;203,7;101;9,2;14,3;6;3,9;1;yes
ME;92;area_code_415;yes;no;0;130,7;113;22,2;260,6;122;22,2;244,2;98;11,0;9,4;2;2,5;2;yes
RI;129;area_code_415;no;yes;33;119,6;104;20,3;278,7;88;23,7;263,4;175;11,9;5,9;2;1,6;2;no
MD;18;area_code_408;no;no;0;273,6;93;46,5;114,6;116;9,7;250,6;120;11,3;8,2;4;2,2;1;no
FL;161;area_code_415;yes;no;0;156,1;114;26,5;180,3;63;15,3;179,6;115;8,1;11,1;9;3,0;2;no
ME;75;area_code_408;yes;no;0;211,3;61;35,9;105,6;119;9,0;175,9;63;7,9;9,7;4;2,6;4;yes
SD;126;area_code_415;no;yes;23;114,3;102;19,4;190,3;103;16,2;240,4;111;10,8;12,6;7;3,4;3;no
MI;93;area_code_415;yes;no;0;216,9;61;36,9;207,4;120;17,6;221,7;110;10,0;17,5;5;4,7;1;yes
MI;109;area_code_415;yes;yes;26;217,2;138;36,9;145,5;111;12,4;280,7;76;12,6;9,3;3;2,5;0;no
NM;80;area_code_510;no;no;0;206,3;97;35,1;154,9;98;13,2;263,6;82;11,9;12,4;12;3,4;0;no
AK;41;area_code_415;no;no;0;159,3;66;27,1;125,9;75;10,7;261,9;76;11,8;11,1;5;3,0;1;no
OH;136;area_code_415;no;yes;31;143,1;88;24,3;236,6;65;20,1;227,8;120;10,3;11,4;5;3,1;2;no
MO;92;area_code_415;no;no;0;154,0;122;26,2;329,8;88;28,0;288,0;117;13,0;5,6;2;1,5;3;yes
KS;143;area_code_408;no;yes;24;186,6;69;31,7;222,0;116;18,9;234,9;138;10,6;11,6;5;3,1;1;no
MS;118;area_code_415;no;yes;26;170,8;114;29,0;199,5;125;17,0;169,7;98;7,6;9,6;5;2,6;5;yes
VT;193;area_code_408;no;yes;17;124,0;102;21,1;202,9;81;17,3;205,1;129;9,2;12,3;3;3,3;1;no
NE;73;area_code_415;no;no;0;198,3;94;33,7;279,3;101;23,7;146,2;87;6,6;14,8;8;4,0;3;no
VA;62;area_code_408;no;no;0;172,8;101;29,4;204,8;97;17,4;240,8;90;10,8;9,1;8;2,5;2;no
DE;30;area_code_415;no;yes;30;217,4;74;37,0;213,8;86;18,2;227,2;104;10,2;6,6;3;1,8;0;no
AL;60;area_code_408;yes;yes;29;265,9;113;45,2;215,8;94;18,3;108,1;82;4,9;14,0;12;3,8;0;yes
MS;96;area_code_510;no;no;0;98,2;100;16,7;307,2;88;26,1;182,5;120;8,2;7,6;1;2,1;2;no
OK;52;area_code_408;no;no;0;214,7;68;36,5;158,6;138;13,5;123,4;114;5,6;9,4;4;2,5;2;no
NM;87;area_code_415;no;no;0;168,2;92;28,6;224,7;100;19,1;169,5;99;7,6;12,9;3;3,5;1;no
WI;41;area_code_408;no;no;0;202,9;97;34,5;153,8;104;13,1;113,5;92;5,1;9,0;3;2,4;3;no
WV;112;area_code_415;no;no;0;261,4;108;44,4;154,5;102;13,1;130,9;90;5,9;11,6;2;3,1;1;no
SC;88;area_code_510;no;no;0;73,3;86;12,5;161,4;82;13,7;239,6;76;10,8;8,2;3;2,2;4;yes
KY;122;area_code_408;no;yes;27;253,7;84;43,1;229,2;109;19,5;190,5;123;8,6;9,2;5;2,5;7;no
MO;61;area_code_408;no;no;0;45,0;108;7,7;151,3;74;12,9;152,9;94;6,9;9,8;6;2,7;2;no
IL;87;area_code_510;no;no;0;231,3;105;39,3;171,7;108;14,6;67,7;136;3,1;13,0;6;3,5;1;no
MI;30;area_code_510;no;no;0;227,4;88;38,7;182,5;100;15,5;191,7;134;8,6;12,5;3;3,4;0;no
NJ;95;area_code_415;no;yes;22;40,9;126;7,0;133,4;90;11,3;264,2;91;11,9;11,9;7;3,2;0;no
ID;46;area_code_415;no;no;0;124,8;133;21,2;157,3;143;13,4;199,3;72;9,0;8,6;4;2,3;2;no
DC;100;area_code_510;yes;no;0;68,5;110;11,7;337,1;115;28,7;205,2;99;9,2;12,1;9;3,3;0;no
AL;77;area_code_415;no;no;0;163,0;112;27,7;219,1;89;18,6;233,4;66;10,5;6,7;3;1,8;2;no
OR;98;area_code_415;no;yes;38;213,7;61;36,3;253,0;104;21,5;207,7;73;9,4;10,7;5;2,9;2;no
OK;125;area_code_415;no;yes;36;201,3;117;34,2;42,2;78;3,6;125,7;104;5,7;5,4;3;1,5;1;no
NE;194;area_code_408;no;no;0;48,4;101;8,2;281,1;138;23,9;218,5;87;9,8;18,2;1;4,9;1;no
UT;190;area_code_415;no;yes;22;166,5;93;28,3;183,0;92;15,6;121,0;102;5,4;8,5;3;2,3;0;no
OR;165;area_code_415;no;no;0;216,6;126;36,8;190,8;104;16,2;224,7;123;10,1;12,4;8;3,4;0;no
NY;59;area_code_408;no;no;0;107,8;113;18,3;216,6;125;18,4;217,5;92;9,8;9,9;3;2,7;2;no
